冽	例側琍準凍咧荊紜洌列硎涮芸裂雲測凝倒惻次耘捌蜊前烈俐冶冷喇冰
三	竺二些仁雲元示完言奈宗岸芸票誇祟祭雲禁禦嚴辰韭佞沅
蠅	蟲澠蛔蛄蟲繩蛻蛙蛐蛞蛀蚶蚵蛆蚱蚯蚊蚪蚌虻蟬蜈蝦
煮	諸署堵屠楮曙渚薯睹箸嘟者暑賭緒都藷躇褚儲奢著
帑	弩怒努布駑吳幣吊希怖佈娛鈽簾帛帟帝虞奴匝
鹵	鹹鹼滷朗鹽淺參迴畝棧晉郎畎箋錢幽圃國鄉衰茲廊遇盞瑯榔裹蓑踐濺
買	鋇貸貫賃貴賢眾贊員罟賈罩賀貨質貿費責貲置貢賣狽
腎	賢堅緊豎服宦臣臥臀臧有藏報候臨臟鑒前捌贓
系	絲累紊素索紮絮紫繫纂糸喲縲濰細緊繁羅蘊糾紂約紆紀係紗紋純紐納
苯	葦笨本茉圍缽偉違萊韋闈五幃緯韓葉杯枉桿苗芣芯昔芋吾艾薪廿伍
藩	瀋嬸潘落蕃藻蕩莎鄱蒞蒲菠萍茫範番蘇薄蔆莉審播墦稞
唷	堉硫育識梳啃流熾琉毓幟織職疏喟囑啼吭嗑嚎嘀嗨撤澈
廬	妒虜盞鱸墟唬爐擄戶慮臚虛顱瘧膚房鑪瀘驢濾噓盧蘆琥
孀	霜櫺雨霖霎霄漏霰霪霽瘺霑霍霓雲雯雪霹霾霞靈霏震黴零雩
褪	腿退艮堰偃銀根限恨垠痕艱跟眼狠很鼴隧隨褂襯川齦良罩
憧	倍陪潼焙漳垃憶噫鐘泣接億撞暗樟培拉位昱僮幢瞳臆笠喱涪黯童
浸	侵沒寢殷渥股殿投伺叼般液洛段掃婦設殼毀役漏骰毅毆穀候涎假煆瑕
爛	蘭攔澗鍊們櫚欄嫻煉柬簡揀燜閑籣憫僩捫斕潤瀾楝閉闌練
艙	傖鎗槍滄搶愴嗆船舟艦舷舵航舶舢瘡蒼艘艋舫舨
援	探捐暖湲助揮掙搖緩媛撚鍰鋤爰揆煖塚採胴諼天授勗
建	奴律夜毽沒肄肇筆健又津延廷聿怪肆桑隻候腱帑雙鍵
鯨	鰍魚鰾鱸鮭鮎晾鱔涼鯉鮮鯛鯧鮪鰱掠鰓鱗鮑鯖鱷鮫景鰭諒
沫	抹沐末茉秣決淋汁波枝枯杖渣漆淞湘沽沬沁沛汨沖洱汝汗汙汕汛池淦
關	藥闔門閻閤畜奚閩開閑間閒閎悶問閃閂玄閥茲吆
隆	降阪陵處猩烽峯鋒鏟版絡絳惺逢路賂蜂腥終略旌鉻胳珞烙格洛恪咯骼
淑	鴻漣督寂涼澈沾漓注椒泣菽流遊叔汶沆濟汴涪淤滴
鏜	膛螳瞠鐺堂銷襠檔擋噹儻嫦尚償當棠掌撐讜鎖逍梢消捎悄峭哨俏黨常
羋	羊差佯洋庠咩烊羞祥搓嵯嗟鮮芙羚羯羶徉氧翔羣達磋癬
免	昇攙虎侃楣饞眉逸冕媚輓兄鏡間菟兔晚娩竟毚昨勉息沉臭媳挽冤旭色湄境
胎	迨治擡怡始冶貽苔笞臺殆腑跆飴颱怠或胳域銘哉名
嘹	撩暸咯另咦唏潦啖叻唱顯了哎咖僚鐐療剎寮繚燎遼瞭
顆	頻穎頂果頃頹頒頓頡頤頌頭顫顯頰棵稞碩課頊頑煩須項頗類頜
羿	翌習翟翼翠翁蓊塌遢榻嗡煽摺翰褶濯擢櫂曜瀚
垮	雩捺琦圬堪佞萼朽匏挎虧巧胯瓠愕奈誇污鍔跨
吵	砂妙抄沙杪炒鈔眇咪哨紗啖少劣京省莎炸囌渺
拱	異巽拼寨暴撲鬨港撰搴供哄共寒烘恭塞基洪撕
聘	取軸笛岫聶聳圬耶聰朽餌聯娉鈾虧迪柚妯巧職油耽耳兮袖恥耿誇抽污騁茸宙
釧	圳訓馴川順釗串甽患介剌剎鈾彿鏽丫則袖鏤襪弗片
蟆	蟒蟲膜模漠摸糢蛐蚶蟲蟑謨蝶蟻蚣蚊寞螟蟠蝠蝸蝙蝗蜻蜢蜴蜈蜂蠣蛤
菁	靖晴清情倩睛猜精青蜻鯖請債漬嘖害責積磧差績蹟
婉	字妹姥嬪外麥蜿宛弘碗嫁舛姑殯妓妤夕栘腕剜侈屍惋苑妳汐死始豌嬸
膳	繕鱔善糕喜樣儀漾曦犧窯蟻議胼羹羔恙美姜膜朦對敬朕羲義羨岡
低	氐邸仁柢舐泜昏砥胝婚祇祗係牴仰抵紙但衹詆氏底
互	沍瓦彙碌錄畏剝瓶氯祿孑表長奴危好佞妞妳侯閂弱辱偎喂喙溺煨綠篆
苓	伶泠拎鈴零羚玲蛉聆冷齡令蒼岑茶莓昤侈吟鈐
恢	憔碳心尖淡怖詼愀疢惰啖煞爻懊撚瘠灰炭痰然燃憮
啡	排俳腓誹徘匪屝菲痱扉罪霏靡非靠悲斐遣裴輩
霞	霽霜零靈雨瑕霎霪蝦露霆霰霄假遐雲葭豭霹霧霑煆雯雪霏黴霖暇霍
詞	記詁詛詐訶詬訐訕訏計訂訃詔註評訴訪訣訥許訢詳誠話詢討訌訊託訑
揖	楫緝輯拐捐攝囁扣耳損戢捌聶撮恥耿弭洱取茸
選	潠撰僎巽巷起圯哄祀乩共巳糞戴烘洪拱供冀寒異基恭
賃	貨員贊貴貸責貫鋇狽資貲賀買費貿貢贅贗側賈賢質廁貝測惻濺
最	蕞撮娶取耳支陬叢趣聞茸昌芰恥耿弭昭洱枝肢吱妓岐技
湧	渙踴勇換喚煥筋瘓肋勞奐勝渤觔鋤勗脅飭務瓊觼拋拗懈邂力
師	埠霽啟雨吊阜霄漏哽倆佩瘺篩帥曇啞珮雯雪兩巾獅魎霖霍
濬	璿睿滂鎊榜膀啼傍滇謗螃諦蹄磅締滾漓徬港流攏嚨朧龐寵蒂籠籬
丘	乒乓嶽卸邱兵仁全合餘佰啣蚯人一伍佞何汽侖佺捨俞哈恰拾拴洽癸拿
氯	碌錄祿綠氬氧氦氤氣氟氖氨氳氮氫剝氛愾互邱汽
疝	尢疣尤大疤爻山疢灰有左疚餚嶽奄奎疾疳疽痕痍布汕札仙扎兒
下	卡斥丐正坼定拆是柝卜一焉沔怔症堤提鈣錠非政歪匙悲隄嫣
呢	妮怩屁尼能叱枇妣批毗沘仳昆庇沱佗跎比紕匕屍
怏	泱映秧英殃鞅央忱盎瑛鴦慵怖滯巾怫懊吊布匝然
鷗	鳴鵠鴿鴣鵑鷓鶴鶉鵲鵝鴨鴆鸛歐鳩毆鷂鵡鵪鴒甌鴉鷹鷺鴦鴛鳶
咋	砟唳妒作昨柞炸詐乍戶笮祚吒叭蚱肩怎窄偏捩淚遍僱褊邀呈篇
鸛	歡勸觀鶴鷹鳴鷗鷓鵲鵠鵑鴿鴨鴣鳩鷂鶉鵪鵝鴒鴆鴉鳶
帩	肖消梢銷捎悄哨稍硝峭俏鞘睄誚
哩	嘿埋娌浬俚裡鋰喱裡狸理咽呷鯉童黑貍喟嗶量墨黛
纖	組約縹紜繪紅繡糸維籤絨殲千糾讖給縲遷絃韭紆紂綸納綁紇絲繈懺
炮	抱砲刨苞皰劬泡胞跑匏咆鉋包灼巳袍鮑庖雹飽 
扒	叭託抓拍趴佾八扳折拆括搗插捶播據揪兮契筏
醬	酒醮酥醞酊酵獎醒醉醺醇槳配漿酴醣酩酗醫酉醋酪釀醃酷醜酣酬酌
壞	環囉罟址寰蓑坤懷圳澴培羅甽不壤坑蘿籮遝鑼儸壇邏賣遇堉壕還
鰱	鏈漣轟蓮鯨鮫運鯉連鰓鱸鰍鯽鮭鮪鰻鰥鰭鯧褲輝暉渾揮葷暈
團	傳磚轉專糰栽撙博樽遵狩府囀寸奪榭膊廚搏溥蔚傅等蕙褥痔穗符時特
倉	飴含養蒼飧艙食滄創搶代嗆傖槍伏白瘡今鎗伐愴
米	精繼粥咪迷屎糖籽粉糢斷粱糠糞乎粒眯粕糊料敉糟掬糕粗
區	叵器噪驅闆漚奩歐操囂軀毆嫗鷗臨甌嶇橾品嘔樞
閂	閏開門閃問閑間閒悶閉閔閎閘閨閩聞潤閭闌闆闐閥閤們捫
腴	萸庾諛臾舀滔稻肌蹈臼脾脈韜冗腫朋腺鵬豚肪肚臍焰淫啗胳胝潟股沉
戢	楫揖戟耳戰緝輯囁恥耿弭洱取茸耶找呎伐弘叨叼叩聆職惠聞栽哉居聶
夭	奏喫襖祆沃嬌大添妖楔笑舔契鍥劣僑湊喬忝橋躍竹吞揍
犀	屬墀遲汴囑矚卞屝匪屍排悲尿尾扉菲痱手腓啡逝俳適非叵匹
長	畏彗悵漲刁佞煨脹伺叼賬偎辱喂匡虐萇帳表張倀司
痔	等奪時持恃峙侍特寺待詩痣封對寸符府廚狩塒咐樹
首	道自省眉洎咱臬算目苜湄媚楣篡導鎳狽戛備筧纂
膜	模漠摸糢蟆寞謨冪莫朦朕暮摹慕墓錯措惜借臟幕募昔
暢	暘陽楊煬腸揚場鍚颺瘍申袒坤呻伸砷神傷紳殤湯隄得觴怛坦但豕婁
肓	罔芒虻盲育月脊姐望嬴背茫玄氓牽脣妄朋忙忘惘膊脯荒膂杗亡姍
剖	部刮割創剛釗副刪別刨劃刖刑刈劑蓓剌剋則削剎剴剩刻刷刺到制剁判
黃	薑簧橫璜磺芸蕈莖蕨黌蕾量葬會芣芋甘四票廣三華苛喱駟
叛	洛扳烙咯板阪鈑半皈返恪烽拌胳販伴絆判逢鉻疼咚客格略
戳	櫂羿準僇翻翔煽擢廖穋扇塌褶翁翅翟嘐寥膠耀戮嗡曜遢栩濯繆羽謬躍摺翰榻
功	攻工巧汞助項勤貢扛江槓肛勁釭脅叻肋劻勒勘佐
磕	嗑瞌溘豔砝蓋闔盍磊濫檻襤鑑盞尷藍籃磋碾蝙碟蜢磴礁謐塭硫礫礦艦
肅	嘯蕭簫鏽瀟淵姊繡中鬥齊束串聿臼甲由史弔巾丫忠沖仲引兒
剽	瓢飄票嫖漂標膘鏢劃副劊釗削判劃刖刑刊刈瞟縹鰾
蚜	蟲呀芽訝穿虹蚵蛭琊虻蚶蛆蚯蚱蝠蟲蚊蚪蚌蛀蛄蛙蛔蛛蛐蛞蛾蛻蜆螻
耀	櫂瀚羿僇煽擢廖穋塌褶翁翌翠翟習嘐寥膠蓊嗡曜繆謬濯遢翼躍摺翰 榻
元	院軏遠仁玩梡莞雲兀阮沅冠竺三皖示寇光二園完髡
詮	論諭診誨訖誑譙誰訛誌訥許詩詰詼試誡誥誼談請訟謀謂讖註詛訕訏訐
鑿	芟疫毀躬般殷段股投鍛穀骰殿殼役慇窮瘢發廄身燬澱毅毆躲搬設殺
瘩	褡搭塔郃癘答荼癢荃合荷頜鴿洽拾恰哈瘉閤痘痊拿疳
盛	盥盈遍褊益盟盎偏姍扁柵盂盪誠編蝙匾盜肩城成盃監盍孟盔盅篇
彈	釅器闡毋闆萼巖嬋禪戰蟬簞囂儼憚愕囊單殫襄鍔 
晁	窕桃逃挑洮姚佻眺跳兆北屝扉菲痱簣匱邶覜遣潰頫遺
據	墟唬豢擄居遽劇豬瘧豭邃揚濾璩噓豳豕噱琥逐豚
校	父餃跤狡六交樸郊較鉸效絞膠柱蛟鮫傚姣詨咬皎 枓
丞	拯亟蒸永二汗汙沅汪汀涯左旦閂三污泳極式空差竺一江仁河洹涇溼
啕	掏淘陶萄搖榣遙瑤謠缶缽缺缸罈佗罐罄罌喋跎咆午七恕怠感
阻	組俎限際砠姐且陲疽弔癮誼阿隱陌阱狙隅蛆祖沮租粗陳宜咀阡
燈	橙澄磴嶝瞪證蹬炊登愷澧皚禮壹揆醴體凳睽鄧葵
砭	眨泛貶乏磊磴砟砍歌之砥硃斫碑芝硫礁礎礫砝砂矽碓石
短	痘脰逗登豈豐仃豎知矢矮豆矯雉矩凳愷倚磋澄嶝燈橙豉畋枚壹盒癡疾
牀	栽樑樂廂戈藥木樑爍鑠戒宋呆戎杲採弁臺專槳森林
法	溘怯琺去砝嗑蓋劫瞌磕丟玉盍闔濤豔注沁汪汰汨沐沖浬汝汕汐淮淦汁
版	洛扳烙路咯板阪珞飯牘鈑皈返舨恪叛蜂降反牒胳隆販牖牌逢鉻片咚格略
寄	崎倚椅畸錡犄琦綺奇騎荷可婀啊苛柯坷呵河何
鑄	檮鏗錄錢弱贖鐵壽禱雲躊崁疇鈴坎濤儔籌蟯燾堠基鐃銘
鎰	溢縊隘益錳鑑盆賽檻濫襤褊遍溘溫慍媼塭嗑港偏烘洪拱哄供鋼藍蓋異
罹	羅眾罟罰罪罩買惟羈罵置患憔蘿寰籮澴還遝懼儸囉邏鑼
教	敦枚敉哮敘孝敕敢故敝啟敖救敞散效敬畋牧玫改敵數孜收墩燉疾癡
牲	性姓笙星產拜甦生牴物牡牝猩惺腥鏟牛牯牧牠甥旌
擊	繫段投疫芟鍛殿殼殷般股轂穀緞骰搬毀殺役慇瘢廄發澱毅毆設沒
鏘	蔣將寐莊戕寢寤狀妝壯漿槳肘牆獎醬姚釭鐳鑠貴肯
婀	啊阿崎倚椅畸錡寄荷犄琦綺可郾柯坷呵河何騎苛奇
玄	吆藥玆似礫麼以爍炫樂機鑠茲弦奚關眩嘰畜絃鉉幻拗舷蓄亡姒
典	腆碘苜菜罕散共前探深賁萵蒙撒籐金廿月脫莧湔琛菔煎葷噴墳憤箭濛
巳	圯巽包祀巷癌叱乩咄庖抱咆泡炮胞苞起袍鉋熙僎撰潠選
莢	荔芙芥愜惹疾芯茄昔苗艾芝萸頰陝若哎萊狹峽挾英薦夾荻浹萃茵俠著
瑟	密王琴珪班琵玩琶理玨必瑰斑鉍枉頊蜜琊琢泌狂祕謐珀
唁	這信警誓譬譽訃言諒哼諄誶嚎嚷讓訕計謎唔詔吭詰誥譟
沘	批妣枇仳毗紕庇屁昆比能沱砌牝叱化混皁尼它
姍	盥益盟媼盎珊姐扁柵盂皿盜跚盃盛監盍冊孟盔盅
實	慣賁貫賽寶圓賡賞貧簣損匱貝嘖漬債價潰隕遺賸臢鑽
枓	科料斜抖樸斗魁柱蚪梓斛棹斟蝌枋柿校林核楨杭梳斡樟椒
咿	伊咻咐喉尹君哈吟吃裙啣啄吶唯唸喻嗆噙窘咖伺儉
瓜	吆瓤似懸以樂菰瓣抓呱弧玄孤係瓠幻狐瓢系姒縣
香	稈禾委番杳秋秈和私季禿曆秀黍科秒秣租祕利稍稚稞
矓	朧攏嚨瓏隴籠龐寵龍瞇膀壟鎊磅榜滂傍眩聾襲龔
餃	飭餞飴餚餉飯跤狡饉交郊餌效飲絞膠飪蝕餓飼餿校餅餽飽餒咬飢飩 
似	姒以吆玄拗爍鑠瓜奚畜茲藥絛黝呱弧係幻俟嘰機璣礫窈麼樂關
貂	貉貓豺貊豹貍迢炤昭沼招超詔紹韶解切召叨霾
拓	磊拾石巖司打泵害抨矽砂研砍扣扛砧砝砠砟硝碓歌恰洽哈搭瞎撿割硼
蔗	遮摭蓆庶苔莽戒弁蕪械拚度薦茂廣盞席莆庠芝誡鍍渡鷓
順	劓州劉釗刈釧爪川中訓圳裕褸甽刷彿沖頑馴領引煩袖刖仲須頁劃剃弗兒剌串襪
蕭	簫瀟肅嘯鏽繡英燕革薺苗芯昔艾藪荊蓆席廿滿淵姊
粳	梗硬埂哽便更甦粗敉鞭粒粕糖料糠籽糯米精糢糟糧糞
劑	刊釗利剌制割劊劍劂剛刈擠削剖齊創剔剷副剴判濟剜刪刖剎剩劃刺躋刻刑
圳	釧川訓馴順串甽介患剌坤彿壞到袖襪弗片州劓佛怫拂沸姬褸環而亞事
愍	悠民怒抿岷泯恩忝忘湣眠氓慇矢敬嫉嗯數啟啕唉故收
薄	藩博莆蔣範蒲菠茫傅蒞搏蕩莎賻萍溥藻簿膊縛礴浦
崖	捱王褂豈涯珪卦娃閨奎哇掛巖圭佳窪畦桂蛙堯炭岸封
顓	頤顆頻頭頜頡碩頓頊頌頑顯煩項頃頂題類願顛頸頷頰頹穎頫顧顥頗領
疇	檮鑄弱黠圉壽禱雲埋畦壘躊崁黷坎濤儔籌蟯墅野燾園堠裡
穗	蕙惠稼稔稈私禾穢稻稱鐵傳程嵇移秒祕秣秤秋科秈和番香委
不	環碳杯宗票甭坪爾滅胚抨壞歪平枰芣禁祭炭盃呸否示奈祟丕痞禦
豪	高亭膏亳嚎毫濠壕京亮享亨烹蠔蒿嵩篙槁搞婷逞停鎬
弋	式代拭忍惠鳶岱玳貳心戈庖涊軾蕙弒試膩怠殉袋貸愚慈感慰穗黛
啜	輟喀奴哼咯咦嚕唆喚姨綴殼沒友股吸吼假胰遐哮咚投仇煆啗桑掇吹旭暇
兒	倪睨霓身躬臼躲窮躺息舀軀臾先兄侃虎沉臭啗舂焰媳滔裒熄潟
喻	瘉輸蝓癒逾褕諭吟渝噙倫瑜吃哈愈偷唸愉榆俞
丟	去壬任呈告妊怯法衽玉等劫廷浩盍砝荏淫逞造燻薰
恣	姿諮資瓷懿次茨諮慾嵌恐久丁勻急惑悶惠疚感愆忍灸慼慫欠應之準釘
嵌	漱嗽甘煤甜簌嶝疳虛撳嶔次崁蚶羨闕鉗久掀柑媒茨坩柩欺
釐	犛量喱鐘潼撞憧僮短俚枚會黑霾裡瞳鋰纏幢裡理狸浬敉娌埋哩仃
鱖	獗蹶蕨鰾鱷鱔鰓鯧鯖鱗鰻鰭鰥鯛鯨鱸鯉鮪鮭鮑魷
亭	高豪亳膏毫停婷京享亨亮俞烹寧嚎嵩蒿篙逞搞槁壕濠鎬
噢	懊澳燠襖奧喚咱喫向嘎咯哎筋嘮嗅嗥煥換渙唳咚咋吒叭制瘓呈
燙	盪湯蕩狄熊照炎旦煬源渣淡汨願煦煮烈原疢炙傑昊旱釆灰乒荻瘍賓氮
喉	堠猴篌侯吃咻咿咐喻唸哈吟啣吼嗆噙唯吶跪訖儉天夜
放	族倣於邀敷旖方施旅旋旌旎敖旗嗾激檄鏃簇枋肪妨坊仿淤繳房芳菸瘀
公	錢忪鬆鍍金鈸鋪戈賤麼突崧翁蚣淞釣貽賊鐮分乓箋勾勺弘伐找針釙淺
凳	豐短痘豈脰逗凱嶝橙磴癸拿證灸蹬鄧盒久澄合瞪燈登 
段	芟殺穀鍛骰殿殼沒股殷緞斷擊役投毀設般毆毅疫
橋	奏矯犒蒿祆稿沃嬌鎬添妖嵩轎笑吞舔搞縞僑篙喬槁驕 
酣	醋酉酥酗配酌酴酊醜醣醴酩酷醒醞醮醺酪酵酸醇醉醃釀釅酬
岐	鼓取救岫梂崇最球娶屐崆豉技撮山翅蕞枝吱肢毬支妓峭嶄芰歧求
志	恙痣地應土均圭心忠吉芯思忘忍忌忝寺急怎恕恭恩息患悶惠感沁筠誌
頗	類煩頻頂頃顆皮領碩頑頓頊頒頌預頡頜項須頰頷頭頹頤穎額皰願顧顯
挫	夫隹雁難擭唯撫攤雉坐催扶仕撿淮堆癱惟拾椎座錐拖灘挾推摧銼拴進
擎	俸啟疾嗷警唉擻矢蔽敬捧擊散矣撇驚故畋挨儆藪撒檠做知枚敔奉
樓	髏柙屢螻數簍僂呻坤摟婁縷屨砷棣嘍柚褸鏤申伸棲釉蔞梗神
蔣	鏘莊將寐寢寤戕狀妝壯薄漿槳獎牆肘蔚菲茲茹醬菜
督	盲懼看寂相眉椒菽目苜瞥冒省叔淑篡渺算瞽眷
僎	撰潠選巽起巷供圯哄祀共巳戴糞保侃僕烘拱洪冀基異恭
另	叻咖男脅力肋劣勇茄痂加伽迦努荔幼劫助劬協
爐	妒虜鱸廬墟唬擄焙戶慮遽號臚虛顱瘧膚房鑪瀘驢濾璩噓據盧蘆琥噱
菅	管棺倌琯綰官館蓉苦耜莞萱蓿薴葫楛荸蕙萋芰芾刮
擢	櫂瀚羿僇煽廖穋塌褶翁翌翠翟習嘐寥膠耀蓊嗡曜繆謬濯遢翼躍摺翰 榻
隴	攏嚨朧瓏矓龐寵籠龍隧隨防徬壟鎊螃磅膀榜滂傍陪阬襲聾龔
揭	褐捏藹曷竭謁歇把蠍擻提噶撮措羯揚暍惕碣渴捫錫愒捍遏葛 喝
血	卹洫恤皿冊盆向姍盅柵扁奧盪自岡胼朕算刪盂孟制侖盃珊益盍盔盛偏
舨	舶舢航舫艘艇舟舵船返舷艋艙艦皈鈑飯板扳販叛阪胳逢蜂處
漿	雷寸博守蔣電專寺獎符槳將鏘傅搏辱醬泵等薄溥簿膊縛府採肘汞尊蕾
邈	藐貌搗笆迫皁脾脈遑篁毫亳肥帕皚遙過腺週迥白巴箔葩牽皆
瘁	卒瘴杵粹奔踟率醉傘碎冬翠瘧疵癱遙掖赴液腋淬悴夾疼午萃誶摔瘀進
碧	磊珀磬巖磐磨皇拓司篁答言筒石瑰煌遑湟惶泵凰閤歌銅碉硼碓蝗硝減
肩	扁乍戶怎房戾僱篇偏遍褊笮咋炸柞昨妒作盛膂扈所匾編蝙
桂	褂捱鮭涯橈卦娃閨奎哇掛圭桔鞋佳窪畦蛙崖堯封杜
霧	雷霞霽霜零靈霾雨雩霎霪露霆靄霰霄霤雲霹務茅霓霑雹雪雯譎霏黴霖震霍
已	己忌厄氾妃改杞凹卮犯危扼呃卷範尼屈屆紀苑桅倦脆捲圈
築	恐築鞏竺工槓簣竿竽汞斤釭析肛江扛簪籤芹霖槓晰淅欣近昕沂攻折圻
憬	璟晾景怛慢惺愒惕悍就旬影惦掠涼京憫惇顥蹴曩
鏢	膘標漂嫖瞟驃縹鰾蒜票棕淙捺襟噤賒糉崇際綜蔡察
勣	勛責肋債嘖漬脅勤助叻磧積績蹟煩賄勒勘勉勁勵勃觔劻劫劬功幼頁貴
坷	呵河何柯阿奇苛蚵軻訶可倚崎椅琦畸錡寄荷犄啊婀
本	韓違葦杯槓木圍桓幃朽吾柯枰一五闈笨枉韋缽桿極伍柄苯體偉
踟	跆足蜘趺趴躁癡跳躑踝踞跼跟跤跋跚跑跌距蹼躋踐踏踩
呼	乎竊蟋悉咪釉釆咋吒叭釋米咱聽哦啤嗚鳴啾呈
耶	椰爺邦耳耿恥取那聶鬱郎耽祁邵邱郡都邢郵郾鄭鄴梆弔
聾	壟襲龔龍籠龐寵聶朧攏嚨茸矓懾瓏隴聱聞攝囁躡鑷洱弭
祀	祝社祐圯禪祁祆祕祠祖祚祥視禎巳祉祈祇神起祺祿福禍禧禳巷
經	縹繅紜紅糸縉痙涇輕莖給縲絃紆緬綏絰綜氫絲徑緇縴逕
透	痢莉仍誘揪秦繙愀潘諉秀逶繡悸蟠矮啾萎墦播季鍬莠乃俐穌倭奶幡扔鏽孕
鳥	鴣鷓鵠鵲鵝島鵑鴒鳩鴃鶴鳶鶉鴉鴦鴕鷂鴨鴆鶯鴛鴿鷗鷹鳴鵪鵬鴻
幟	唷幀幌幅梳帖帕流幛職硫識幔只琉幢帆帽織枳巾熾毓幡堉
獼	爾你彌
轉	傳轟磚囀團轄車專轔輯軾軒軋轍輾轅轎輻輸輳輪輜輕軛輔輊軸軟軔軏
刷	刖涮刺制削剌則別刪劃剛釗刈劃到刮剁剎剃判利刨列刑刎剖副刊剩劉
涅	捏汨湯濕渴漫瀑混澗湮潤時湄塒倡娼唱湣湟坦漕澆潛踏曉濤瀆瀾水晶
栘	移夥侈多爹令杼銘橘汐酩矽夕茗苑麥宛舞桶舛外夢名
鈔	炒杪沙抄妙吵砂眇紗銷少莎省劣炸鎖渺鉑鉍鈿釦針釙鏜鐺緲金娑
受	愛朋舜崩授棚胴骨硼綬鵬滑噯曖覓月亂腺滕璦
滕	勝胖賸謄騰畔拌姅伴半捲倦炙踡蜷腺絆圈拳判眷受卷券
詰	詫誼詁計誥詔詻語諮譟詼誌誡誤訟諒談諾謂試詩詣詮認諄請諉諂諍誶
忪	鬆錢公蚣訟憎賤勾勺怡鍍惦淺棧鉛慘憾悌悅鈸鋪心
銖	株侏硃珠茱跦蛛殊誅朱錘鍾鉑鍛未千鈑釩狩鍬宋
跨	踩踢垮跎踐蹈萼跆蹊踡蹂挎胯蹋蹲跺踴蹟躇愕踹踏蹦踱跪蹉蹄蹣誇足污鍔
宇	芋訏室竽宋家迂盂士圩汙荼五於紆定途籲餘寅
竽	芋餘宇於迂汙圩籲竿竺紆盂筮荼五訏途某箴戌後斥斤除徐
橫	璜磺簧黌樺黃檬柑模楛權棋蕈樽標槽檜薑曄糢嘩構械樸廣
蠍	歇蟲蜴蚓蝴蝦螂蜘蜓蜊蚯虻蟲蝌蜥蠅螻蛹蛾蛙蛭蛔蛛蛐蛞蛟蚶蛀蛄蛆
洌	咧例夙冽涮測瀏殃歹屍汀斃倒蜊歿殉死殆殘
麒	鏖塵麋麂麟麝鑣麗麓箕祺琪棋淇簸其鹿欺期儷灑欐曬旗毗
陲	垂陣陞防捶限阪錘棰弔箠 降阿陌隆陴阱隍綞阻睡陳隊郵唾阡
派	脈泊沃洗活洎洫沂汎狐汝湩浩泜添潘潟澳泖湃
包	抱砲刨苞皰劬泡炮胞跑句匏咆鉋巳袍鮑庖雹飽 
祗	祇砥胝牴柢泜抵低紙底詆氐婚衹祚舐祆祈氏福昏
萌	昔莫明草音芭幕墓厝暮摹慕措惜借錯葫冒葛募蔓蕞
妊	任衽壬呈廷妖妒浩造燻告望薰飪皓擁臃窖聖雍壅
嚴	巖儼囂器釅萼鍔愕葵三哭闋竺單咒二天揆些昊睽鄂仁
須	頻穎顆頂頃頹頒題頓頡順頤顏頌頭顯頰碩頊頑頫領額鬚預煩頁頷項頗類頜
蹄	踩跡啼跤踐蹈跆蹊趾締帝跚踴踹啻踏蹦躂蒂蹣足躋諦
肫	盹沌胸鈍芻屯囤縐趨胞純飩噸愛朋匈肥肚洶頓月
巉	攙儳纔讒饞毚崑逸比毗枇妣批沘仳嵐菟冤昆兔屁庇
江	扛槓肛釭鴻紅缸虹訌工汞築槓攻功佐巧貢項汗汙汀汪沂洹溧潯蚩
訾	些磊言柴貲紫詬詞訕計訃譫齜詹閤答礬齧疵詳詼詢詰誌誡誚註詁詛詐
漆	膝沐渣淋黍湘淞黏沫決淅樑椎杵枚漱榫溧潘嗓渡澡樵深淨浮浴栓洽汽
遘	構溝搆媾購講迸苒稱鉼胼拼姘併屏耕阱並冉井
螺	騾虻蛔鏍螳摞蟲蝠累蟋漯蜷蛉蜿嫘蟠蛐嗉蟬蚣縲蟀蟒蟈蜈絲
頸	勁項頻頭頤頡頜顆碩頑頓頌頊煩頂頃顫顯頰頷頹穎頫頗領題顎顓預頒
罰	藹靄獄罩訓辯罹罟罪羅羈置買眾誌誡誚詳詰詼詢談課諂誰誹謂註詠詁
林	痳木彬李棟森淋焚樸框婪棵材琳沐孱村楝棲梱休札霖柄柩杜
鋤	勗助鍰拋拗沮姐咀功湧勝銅筋勞脅疽宜慟黝渤勤蛆組粗租祖砠俎阻狙
識	詣詩謁詢詼談謂認諳謗讓幟諺職訟訃訪謫只試該諄織枳註詰謨誨詨誶誡譜諒誌諦
裝	奘裁依裟裘裴裂袈袋製褽襞襲衣裳裔玷玟琥斑璃琉嬝迎坊坑瓖
榕	鎔熔溶棕俗搾檳檸梡欲谷裕腳枯容卻峪蓉棺浴
笞	箋苔麼臺胎迨治擡怡始怠或鬼冶茗哉名貽跆殆颱
釀	娘釅良醮酸酥醞酵醴醒攘醉醺醇讓酴醣酩鑲孃狼壤酉醋嚷酪瓖酷醃曩醜酣禳
婢	埤啤俾脾裨陴睥碑痺箄牌卑鼙顰妒妖妊千娥姓嬝箠
狽	鋇員贊狙責貫貨賀貴賃側測惻濺貝貢廁費買貸貲贅
莧	覓筧峴覬覺規現視硯蜆覲見覜覦靦觀苜窺寬攪
霜	霞霽零霾雨雩孀霎霪露霆相霰霄雲霹廂霓霑雯雪霏箱黴湘霖震霍
